uid,bank_account
Tanzania_uniqueid_3873,No
Tanzania_uniqueid_1699,No
Tanzania_uniqueid_402,Yes
Rwanda_uniqueid_2865,No
Rwanda_uniqueid_4230,No
Rwanda_uniqueid_8152,No
Kenya_uniqueid_2102,Yes
Rwanda_uniqueid_7175,No
Kenya_uniqueid_4198,No
Rwanda_uniqueid_3164,Yes
Uganda_uniqueid_1241,No
Uganda_uniqueid_976,No
Kenya_uniqueid_4046,Yes
Tanzania_uniqueid_4474,No
Tanzania_uniqueid_3869,No
Kenya_uniqueid_5217,Yes
Rwanda_uniqueid_4378,No
Tanzania_uniqueid_411,Yes
Kenya_uniqueid_2731,No
Rwanda_uniqueid_1330,No
Kenya_uniqueid_1665,No
Uganda_uniqueid_533,No
Tanzania_uniqueid_4159,Yes
Kenya_uniqueid_1477,No
Uganda_uniqueid_1640,No
Kenya_uniqueid_5749,Yes
Tanzania_uniqueid_5116,Yes
Uganda_uniqueid_1779,No
Rwanda_uniqueid_6371,Yes
Kenya_uniqueid_4732,Yes
Kenya_uniqueid_4914,Yes
Rwanda_uniqueid_2458,No
Kenya_uniqueid_51,Yes
Rwanda_uniqueid_5708,No
Uganda_uniqueid_605,No
Uganda_uniqueid_1173,No
Tanzania_uniqueid_3476,Yes
Tanzania_uniqueid_2172,No
Kenya_uniqueid_1687,Yes
Tanzania_uniqueid_1597,No
Rwanda_uniqueid_4951,No
Kenya_uniqueid_4399,Yes
Rwanda_uniqueid_2226,Yes
Kenya_uniqueid_725,Yes
Tanzania_uniqueid_6450,Yes
Tanzania_uniqueid_1299,No
Kenya_uniqueid_4933,Yes
Kenya_uniqueid_2806,No
Rwanda_uniqueid_4280,No
Tanzania_uniqueid_4381,Yes
Uganda_uniqueid_1908,No
Uganda_uniqueid_1498,No
Tanzania_uniqueid_6460,No
Uganda_uniqueid_760,No
Rwanda_uniqueid_8463,No
Kenya_uniqueid_1027,No
Rwanda_uniqueid_2658,Yes
Tanzania_uniqueid_5695,No
Tanzania_uniqueid_1982,Yes
Rwanda_uniqueid_5599,Yes
Kenya_uniqueid_5255,No
Tanzania_uniqueid_4268,No
Rwanda_uniqueid_1961,No
Tanzania_uniqueid_2529,No
Tanzania_uniqueid_4011,No
Tanzania_uniqueid_416,No
Kenya_uniqueid_124,No
Kenya_uniqueid_1248,Yes
Kenya_uniqueid_821,No
Kenya_uniqueid_581,Yes
Kenya_uniqueid_4829,No
Uganda_uniqueid_793,No
Kenya_uniqueid_5028,No
Uganda_uniqueid_1295,No
Tanzania_uniqueid_5954,No
Rwanda_uniqueid_5303,No
Rwanda_uniqueid_5568,No
Tanzania_uniqueid_640,No
Tanzania_uniqueid_1035,No
Rwanda_uniqueid_1240,No
Rwanda_uniqueid_3614,Yes
Kenya_uniqueid_2949,Yes
Tanzania_uniqueid_2931,Yes
Tanzania_uniqueid_3335,No
Tanzania_uniqueid_1076,No
Kenya_uniqueid_4449,Yes
Rwanda_uniqueid_2283,No
Rwanda_uniqueid_2201,No
Rwanda_uniqueid_4262,No
Rwanda_uniqueid_5910,No
Rwanda_uniqueid_2103,No
Kenya_uniqueid_5060,Yes
Rwanda_uniqueid_7557,No
Kenya_uniqueid_1960,Yes
Kenya_uniqueid_1224,Yes
Tanzania_uniqueid_4115,Yes
Kenya_uniqueid_3626,Yes
Rwanda_uniqueid_6511,No
Tanzania_uniqueid_1022,Yes
Rwanda_uniqueid_4448,No
Rwanda_uniqueid_5232,No
Kenya_uniqueid_2542,No
Kenya_uniqueid_5383,No
Rwanda_uniqueid_4853,No
Tanzania_uniqueid_4062,No
Rwanda_uniqueid_6085,No
Rwanda_uniqueid_8616,No
Kenya_uniqueid_931,No
Tanzania_uniqueid_1563,No
Tanzania_uniqueid_3580,Yes
Kenya_uniqueid_6003,Yes
Tanzania_uniqueid_6209,Yes
Tanzania_uniqueid_2762,No
Rwanda_uniqueid_8208,No
Kenya_uniqueid_5024,No
Uganda_uniqueid_930,No
Rwanda_uniqueid_4715,Yes
Rwanda_uniqueid_8468,Yes
Tanzania_uniqueid_3169,No
Tanzania_uniqueid_5067,No
Tanzania_uniqueid_2056,No
Rwanda_uniqueid_6976,No
Rwanda_uniqueid_3585,No
Tanzania_uniqueid_3895,No
Tanzania_uniqueid_6038,Yes
Tanzania_uniqueid_3155,No
Rwanda_uniqueid_4740,No
Uganda_uniqueid_739,No
Kenya_uniqueid_1465,No
Rwanda_uniqueid_323,No
Rwanda_uniqueid_7215,No
Rwanda_uniqueid_867,Yes
Tanzania_uniqueid_813,No
Rwanda_uniqueid_1475,No
Tanzania_uniqueid_4376,No
Tanzania_uniqueid_104,No
Rwanda_uniqueid_2323,No
Rwanda_uniqueid_5717,No
Rwanda_uniqueid_8211,No
Uganda_uniqueid_433,No
Uganda_uniqueid_531,No
Rwanda_uniqueid_6274,No
Rwanda_uniqueid_853,No
Tanzania_uniqueid_2922,No
Rwanda_uniqueid_6151,No
Tanzania_uniqueid_1336,No
Tanzania_uniqueid_6062,No
Uganda_uniqueid_613,No
Kenya_uniqueid_4672,No
Kenya_uniqueid_1838,No
Tanzania_uniqueid_3844,No
Kenya_uniqueid_2779,Yes
Tanzania_uniqueid_5666,No
Uganda_uniqueid_293,Yes
Kenya_uniqueid_50,Yes
Uganda_uniqueid_288,No
Tanzania_uniqueid_5836,No
Rwanda_uniqueid_1339,No
Tanzania_uniqueid_6040,No
Rwanda_uniqueid_4413,No
Tanzania_uniqueid_3775,No
Rwanda_uniqueid_3875,No
Uganda_uniqueid_1310,No
Tanzania_uniqueid_4222,No
Rwanda_uniqueid_3493,No
Rwanda_uniqueid_6287,No
Rwanda_uniqueid_381,Yes
Tanzania_uniqueid_2045,No
Kenya_uniqueid_4681,No
Rwanda_uniqueid_8437,Yes
Tanzania_uniqueid_992,No
Rwanda_uniqueid_1400,No
Tanzania_uniqueid_5909,No
Tanzania_uniqueid_820,No
Uganda_uniqueid_1645,Yes
Rwanda_uniqueid_8596,No
Kenya_uniqueid_3699,Yes
Tanzania_uniqueid_148,Yes
Kenya_uniqueid_3452,Yes
Rwanda_uniqueid_4795,No
Tanzania_uniqueid_4525,No
Uganda_uniqueid_504,No
Kenya_uniqueid_1558,No
Rwanda_uniqueid_7280,No
Tanzania_uniqueid_4155,No
Rwanda_uniqueid_3167,No
Tanzania_uniqueid_6567,Yes
Rwanda_uniqueid_4513,Yes
Tanzania_uniqueid_6378,No
Uganda_uniqueid_699,No
Tanzania_uniqueid_1886,No
Tanzania_uniqueid_1845,No
Tanzania_uniqueid_5204,No
Tanzania_uniqueid_6077,No
Kenya_uniqueid_5949,Yes
Tanzania_uniqueid_1168,Yes
Rwanda_uniqueid_7911,No
Tanzania_uniqueid_3492,No
Uganda_uniqueid_1250,No
Uganda_uniqueid_1453,No
Kenya_uniqueid_2158,No
Rwanda_uniqueid_5244,No
Tanzania_uniqueid_6113,No
Tanzania_uniqueid_2668,No
Tanzania_uniqueid_6255,Yes
Tanzania_uniqueid_5504,Yes
Rwanda_uniqueid_6224,No
Kenya_uniqueid_5508,No
Tanzania_uniqueid_423,No
Tanzania_uniqueid_3233,No
Kenya_uniqueid_2815,Yes
Kenya_uniqueid_1698,Yes
Rwanda_uniqueid_7546,Yes
Rwanda_uniqueid_7603,No
Kenya_uniqueid_5752,Yes
Tanzania_uniqueid_5416,No
Tanzania_uniqueid_395,No
Tanzania_uniqueid_1262,No
Kenya_uniqueid_1067,No
Uganda_uniqueid_1430,No
Tanzania_uniqueid_3237,No
Tanzania_uniqueid_4527,Yes
Tanzania_uniqueid_704,No
Uganda_uniqueid_1707,No
Kenya_uniqueid_2440,Yes
Tanzania_uniqueid_5153,No
Tanzania_uniqueid_5544,Yes
Tanzania_uniqueid_1376,No
Rwanda_uniqueid_1364,No
Rwanda_uniqueid_7564,No
Kenya_uniqueid_2783,Yes
Rwanda_uniqueid_7186,No
Rwanda_uniqueid_3203,Yes
Kenya_uniqueid_3935,Yes
Tanzania_uniqueid_5140,No
Kenya_uniqueid_2040,No
Tanzania_uniqueid_4228,No
Kenya_uniqueid_2361,No
Rwanda_uniqueid_1997,No
Rwanda_uniqueid_7821,No
Tanzania_uniqueid_2994,No
Kenya_uniqueid_5568,Yes
Uganda_uniqueid_90,No
Tanzania_uniqueid_1471,Yes
Kenya_uniqueid_5016,Yes
Rwanda_uniqueid_6734,No
Rwanda_uniqueid_7250,Yes
Tanzania_uniqueid_6119,No
Rwanda_uniqueid_4134,No
Rwanda_uniqueid_1518,Yes
Rwanda_uniqueid_5989,No
Rwanda_uniqueid_6223,No
Rwanda_uniqueid_2036,No
Tanzania_uniqueid_4631,Yes
Kenya_uniqueid_5674,Yes
Tanzania_uniqueid_3427,No
Rwanda_uniqueid_6228,No
Kenya_uniqueid_5289,No
Rwanda_uniqueid_290,Yes
Kenya_uniqueid_3288,No
Tanzania_uniqueid_1254,Yes
Rwanda_uniqueid_1227,No
Rwanda_uniqueid_1698,No
Uganda_uniqueid_662,No
Rwanda_uniqueid_7999,Yes
Rwanda_uniqueid_8599,No
Tanzania_uniqueid_657,No
Uganda_uniqueid_1049,No
Kenya_uniqueid_84,No
Tanzania_uniqueid_3019,No
Kenya_uniqueid_5192,No
Rwanda_uniqueid_4629,No
Kenya_uniqueid_1254,No
Kenya_uniqueid_4901,No
Tanzania_uniqueid_6109,No
Tanzania_uniqueid_2696,No
Uganda_uniqueid_114,No
Tanzania_uniqueid_2385,No
Kenya_uniqueid_2047,Yes
Rwanda_uniqueid_1281,No
Tanzania_uniqueid_2190,No
Tanzania_uniqueid_6019,Yes
Tanzania_uniqueid_4826,No
Rwanda_uniqueid_6416,No
Tanzania_uniqueid_512,No
Tanzania_uniqueid_1077,Yes
Rwanda_uniqueid_7102,Yes
Tanzania_uniqueid_3771,No
Tanzania_uniqueid_6067,No
Rwanda_uniqueid_2016,No
Tanzania_uniqueid_3124,No
Kenya_uniqueid_3060,No
Uganda_uniqueid_396,No
Uganda_uniqueid_553,No
Kenya_uniqueid_5032,No
Tanzania_uniqueid_5212,No
Tanzania_uniqueid_1197,No
Rwanda_uniqueid_1274,No
Kenya_uniqueid_3580,No
Rwanda_uniqueid_8293,No
Rwanda_uniqueid_5365,No
Uganda_uniqueid_52,No
Tanzania_uniqueid_3968,Yes
Tanzania_uniqueid_2560,No
Rwanda_uniqueid_6417,No
Rwanda_uniqueid_2503,No
Rwanda_uniqueid_8067,Yes
Kenya_uniqueid_3985,Yes
Kenya_uniqueid_4753,Yes
Rwanda_uniqueid_5547,Yes
Rwanda_uniqueid_1774,No
Kenya_uniqueid_2090,No
Uganda_uniqueid_1601,No
Rwanda_uniqueid_4255,No
Kenya_uniqueid_6016,No
Rwanda_uniqueid_2681,Yes
Uganda_uniqueid_1600,No
Rwanda_uniqueid_1817,No
Kenya_uniqueid_4472,No
Tanzania_uniqueid_4635,No
Tanzania_uniqueid_5336,No
Tanzania_uniqueid_4319,No
Kenya_uniqueid_4070,No
Tanzania_uniqueid_3946,Yes
Tanzania_uniqueid_3357,No
Tanzania_uniqueid_5267,No
Rwanda_uniqueid_807,No
Tanzania_uniqueid_1933,No
Rwanda_uniqueid_1496,Yes
Rwanda_uniqueid_1488,Yes
Kenya_uniqueid_3581,No
Rwanda_uniqueid_1150,Yes
Tanzania_uniqueid_4387,No
Rwanda_uniqueid_5186,Yes
Rwanda_uniqueid_4851,No
Tanzania_uniqueid_4541,No
Kenya_uniqueid_1195,Yes
Tanzania_uniqueid_3310,No
Tanzania_uniqueid_533,No
Rwanda_uniqueid_7467,No
Rwanda_uniqueid_6339,No
Tanzania_uniqueid_3945,No
Kenya_uniqueid_3976,Yes
Kenya_uniqueid_197,Yes
Kenya_uniqueid_1120,No
Rwanda_uniqueid_7390,No
Rwanda_uniqueid_8544,No
Tanzania_uniqueid_3565,No
Tanzania_uniqueid_2120,No
Tanzania_uniqueid_4476,No
Rwanda_uniqueid_213,No
Rwanda_uniqueid_477,No
Tanzania_uniqueid_4833,No
Kenya_uniqueid_1589,No
Tanzania_uniqueid_2365,No
Rwanda_uniqueid_1428,No
Rwanda_uniqueid_3813,Yes
Kenya_uniqueid_1805,Yes
Tanzania_uniqueid_6270,No
Uganda_uniqueid_920,No
Rwanda_uniqueid_3173,Yes
Rwanda_uniqueid_4363,No
Rwanda_uniqueid_3731,No
Tanzania_uniqueid_5510,Yes
Kenya_uniqueid_3656,No
Rwanda_uniqueid_6493,No
Kenya_uniqueid_1777,No
Tanzania_uniqueid_3404,No
Rwanda_uniqueid_5969,Yes
Tanzania_uniqueid_4118,No
Rwanda_uniqueid_2033,No
Rwanda_uniqueid_639,Yes
Rwanda_uniqueid_3941,No
Kenya_uniqueid_286,No
Tanzania_uniqueid_1223,Yes
Uganda_uniqueid_535,No
Rwanda_uniqueid_2551,Yes
Rwanda_uniqueid_8361,Yes
Rwanda_uniqueid_163,No
Tanzania_uniqueid_1685,No
Kenya_uniqueid_550,No
Rwanda_uniqueid_2898,No
Rwanda_uniqueid_6345,No
Kenya_uniqueid_2910,Yes
Tanzania_uniqueid_6408,No
Tanzania_uniqueid_5249,No
Uganda_uniqueid_832,No
Kenya_uniqueid_3049,Yes
Tanzania_uniqueid_3816,No
Uganda_uniqueid_1561,No
Kenya_uniqueid_3754,Yes
Tanzania_uniqueid_5559,No
Tanzania_uniqueid_1632,No
Kenya_uniqueid_4047,Yes
Uganda_uniqueid_1432,No
Tanzania_uniqueid_1989,No
Rwanda_uniqueid_1086,No
Kenya_uniqueid_2453,Yes
Tanzania_uniqueid_676,No
Kenya_uniqueid_1980,No
Tanzania_uniqueid_5412,No
Kenya_uniqueid_2068,Yes
Tanzania_uniqueid_2886,Yes
Tanzania_uniqueid_1691,No
Rwanda_uniqueid_3909,No
Uganda_uniqueid_1229,No
Tanzania_uniqueid_4751,No
Kenya_uniqueid_4446,No
Kenya_uniqueid_5894,No
Tanzania_uniqueid_3506,No
Tanzania_uniqueid_523,Yes
Rwanda_uniqueid_8297,No
Kenya_uniqueid_4027,Yes
Kenya_uniqueid_4692,No
Uganda_uniqueid_1697,No
Tanzania_uniqueid_2895,No
Tanzania_uniqueid_3613,Yes
Kenya_uniqueid_2920,Yes
Rwanda_uniqueid_2387,Yes
Rwanda_uniqueid_6971,No
Rwanda_uniqueid_7370,No
Rwanda_uniqueid_3347,No
Rwanda_uniqueid_2714,Yes
Kenya_uniqueid_1694,No
Tanzania_uniqueid_2058,No
Uganda_uniqueid_271,No
Rwanda_uniqueid_7669,No
Kenya_uniqueid_3625,Yes
Tanzania_uniqueid_2073,No
Uganda_uniqueid_912,No
Kenya_uniqueid_4457,No
Rwanda_uniqueid_4396,No
Rwanda_uniqueid_7155,No
Tanzania_uniqueid_483,No
Tanzania_uniqueid_1858,No
Rwanda_uniqueid_8584,No
Uganda_uniqueid_156,No
Rwanda_uniqueid_8319,Yes
Kenya_uniqueid_3756,Yes
Tanzania_uniqueid_3546,No
Tanzania_uniqueid_6295,No
Rwanda_uniqueid_5363,No
Kenya_uniqueid_5971,No
Kenya_uniqueid_5454,Yes
Kenya_uniqueid_5231,No
Rwanda_uniqueid_4317,Yes
Kenya_uniqueid_4022,Yes
Rwanda_uniqueid_7075,No
Rwanda_uniqueid_4540,No
Rwanda_uniqueid_6109,No
Rwanda_uniqueid_161,No
Tanzania_uniqueid_809,Yes
Kenya_uniqueid_2967,Yes
Uganda_uniqueid_1224,No
Kenya_uniqueid_5771,Yes
Tanzania_uniqueid_1287,No
Tanzania_uniqueid_224,Yes
Tanzania_uniqueid_2769,No
Rwanda_uniqueid_6129,Yes
Tanzania_uniqueid_31,No
Kenya_uniqueid_1304,Yes
Uganda_uniqueid_899,No
Rwanda_uniqueid_4066,No
Rwanda_uniqueid_2389,No
Tanzania_uniqueid_4346,No
Rwanda_uniqueid_59,Yes
Kenya_uniqueid_1374,Yes
Uganda_uniqueid_522,Yes
Tanzania_uniqueid_5601,No
Tanzania_uniqueid_2024,No
Kenya_uniqueid_1136,No
Rwanda_uniqueid_4818,Yes
Rwanda_uniqueid_1650,No
Kenya_uniqueid_427,Yes
Rwanda_uniqueid_1161,No
Tanzania_uniqueid_1942,No
Rwanda_uniqueid_2858,No
Rwanda_uniqueid_1250,No
Tanzania_uniqueid_4901,Yes
Kenya_uniqueid_340,No
Kenya_uniqueid_3481,Yes
Kenya_uniqueid_5938,No
Tanzania_uniqueid_2542,No
Kenya_uniqueid_5688,Yes
Uganda_uniqueid_780,Yes
Uganda_uniqueid_1571,No
Tanzania_uniqueid_2818,No
Rwanda_uniqueid_3215,Yes
Rwanda_uniqueid_6294,No
Rwanda_uniqueid_1435,No
Kenya_uniqueid_3315,Yes
Tanzania_uniqueid_5302,No
Tanzania_uniqueid_942,No
Rwanda_uniqueid_4767,No
Rwanda_uniqueid_7522,No
Rwanda_uniqueid_7277,No
Rwanda_uniqueid_4387,No
Kenya_uniqueid_3650,No
Rwanda_uniqueid_2052,No
Kenya_uniqueid_2974,No
Rwanda_uniqueid_4341,No
Kenya_uniqueid_2960,Yes
Kenya_uniqueid_4372,Yes
Tanzania_uniqueid_20,No
Kenya_uniqueid_130,No
Tanzania_uniqueid_3681,No
Kenya_uniqueid_402,No
Rwanda_uniqueid_2702,No
Kenya_uniqueid_5351,No
Tanzania_uniqueid_1892,No
Rwanda_uniqueid_559,No
Rwanda_uniqueid_2171,No
Rwanda_uniqueid_5791,No
Rwanda_uniqueid_7689,No
Rwanda_uniqueid_373,No
Kenya_uniqueid_3009,Yes
Tanzania_uniqueid_4577,No
Tanzania_uniqueid_1375,Yes
Tanzania_uniqueid_3721,No
Tanzania_uniqueid_6324,Yes
Rwanda_uniqueid_1888,Yes
Rwanda_uniqueid_6639,No
Tanzania_uniqueid_5170,No
Tanzania_uniqueid_2284,No
Tanzania_uniqueid_3242,No
Rwanda_uniqueid_6987,Yes
Kenya_uniqueid_1236,Yes
Tanzania_uniqueid_600,No
Rwanda_uniqueid_3893,No
Tanzania_uniqueid_3067,Yes
Rwanda_uniqueid_2383,No
Kenya_uniqueid_4982,No
Uganda_uniqueid_158,No
Kenya_uniqueid_3270,No
Rwanda_uniqueid_5584,No
Rwanda_uniqueid_2475,No
Kenya_uniqueid_1443,No
Rwanda_uniqueid_2144,Yes
Kenya_uniqueid_5023,Yes
Tanzania_uniqueid_481,Yes
Uganda_uniqueid_1913,No
Uganda_uniqueid_1417,No
Tanzania_uniqueid_5630,No
Tanzania_uniqueid_2486,No
Uganda_uniqueid_1823,No
Rwanda_uniqueid_1502,No
Rwanda_uniqueid_7822,No
Rwanda_uniqueid_2665,No
Rwanda_uniqueid_219,No
Kenya_uniqueid_609,No
Rwanda_uniqueid_7098,Yes
Tanzania_uniqueid_2732,No
Kenya_uniqueid_20,Yes
Tanzania_uniqueid_5554,Yes
Rwanda_uniqueid_2885,Yes
Tanzania_uniqueid_17,No
Rwanda_uniqueid_4189,No
Tanzania_uniqueid_6385,No
Tanzania_uniqueid_428,No
Rwanda_uniqueid_523,No
Rwanda_uniqueid_3803,Yes
Rwanda_uniqueid_1754,Yes
Kenya_uniqueid_4786,Yes
Kenya_uniqueid_2488,No
Uganda_uniqueid_1140,No
Rwanda_uniqueid_4867,No
Rwanda_uniqueid_3431,No
Kenya_uniqueid_5082,No
Uganda_uniqueid_966,No
Rwanda_uniqueid_1930,No
Rwanda_uniqueid_528,No
Rwanda_uniqueid_1372,No
Kenya_uniqueid_5911,Yes
Rwanda_uniqueid_6259,No
Uganda_uniqueid_459,No
Rwanda_uniqueid_2829,Yes
Kenya_uniqueid_4837,No
Uganda_uniqueid_1039,No
Tanzania_uniqueid_1237,No
Rwanda_uniqueid_5829,No
Tanzania_uniqueid_3858,Yes
Rwanda_uniqueid_5947,No
Rwanda_uniqueid_898,No
Kenya_uniqueid_1967,Yes
Kenya_uniqueid_1776,No
Tanzania_uniqueid_4556,No
Tanzania_uniqueid_5018,Yes
Kenya_uniqueid_3801,Yes
Rwanda_uniqueid_7743,No
Rwanda_uniqueid_6253,No
Kenya_uniqueid_2136,Yes
Rwanda_uniqueid_6891,No
Tanzania_uniqueid_527,No
Rwanda_uniqueid_6456,No
Tanzania_uniqueid_3407,No
Tanzania_uniqueid_3755,No
Rwanda_uniqueid_796,Yes
Tanzania_uniqueid_6516,No
Kenya_uniqueid_1984,No
Rwanda_uniqueid_6616,No
Rwanda_uniqueid_3069,Yes
Rwanda_uniqueid_3618,No
Rwanda_uniqueid_5943,No
Tanzania_uniqueid_5165,No
Rwanda_uniqueid_8304,No
Rwanda_uniqueid_2356,No
Rwanda_uniqueid_6410,No
Kenya_uniqueid_658,No
Tanzania_uniqueid_3387,No
Kenya_uniqueid_752,No
Kenya_uniqueid_2082,Yes
Kenya_uniqueid_1323,No
Tanzania_uniqueid_3188,No
Rwanda_uniqueid_4999,No
Tanzania_uniqueid_3915,Yes
Tanzania_uniqueid_2827,No
Uganda_uniqueid_1965,No
Uganda_uniqueid_378,No
Tanzania_uniqueid_5069,No
Rwanda_uniqueid_4547,No
Tanzania_uniqueid_5362,No
Kenya_uniqueid_3411,Yes
Tanzania_uniqueid_5160,No
Kenya_uniqueid_2228,No
Uganda_uniqueid_1166,Yes
Kenya_uniqueid_5227,Yes
Rwanda_uniqueid_2418,No
Kenya_uniqueid_3653,No
Tanzania_uniqueid_4660,No
Rwanda_uniqueid_4095,No
Kenya_uniqueid_5156,Yes
Rwanda_uniqueid_6668,No
Rwanda_uniqueid_8617,No
Kenya_uniqueid_4673,Yes
Tanzania_uniqueid_1999,No
Tanzania_uniqueid_4709,No
Kenya_uniqueid_2365,Yes
Kenya_uniqueid_48,Yes
Rwanda_uniqueid_8024,Yes
Rwanda_uniqueid_7648,Yes
Rwanda_uniqueid_459,No
Tanzania_uniqueid_520,No
Uganda_uniqueid_1733,No
Uganda_uniqueid_1954,No
Rwanda_uniqueid_4490,No
Uganda_uniqueid_1781,Yes
Rwanda_uniqueid_2337,No
Rwanda_uniqueid_6995,No
Rwanda_uniqueid_2992,No
Kenya_uniqueid_1945,No
Tanzania_uniqueid_5678,No
Rwanda_uniqueid_5075,No
Tanzania_uniqueid_4895,No
Kenya_uniqueid_3290,No
Rwanda_uniqueid_7310,No
Rwanda_uniqueid_865,No
Tanzania_uniqueid_4066,No
Kenya_uniqueid_4756,Yes
Tanzania_uniqueid_4544,No
Rwanda_uniqueid_8645,No
Rwanda_uniqueid_4125,No
Uganda_uniqueid_351,No
Tanzania_uniqueid_970,No
Tanzania_uniqueid_699,No
Tanzania_uniqueid_2638,No
Tanzania_uniqueid_2032,No
Tanzania_uniqueid_5050,No
Rwanda_uniqueid_7427,No
Tanzania_uniqueid_3501,No
Uganda_uniqueid_1916,No
Tanzania_uniqueid_1245,No
Kenya_uniqueid_4591,Yes
Kenya_uniqueid_1872,No
Tanzania_uniqueid_1171,No
Rwanda_uniqueid_5156,No
Tanzania_uniqueid_4546,No
Kenya_uniqueid_419,Yes
Tanzania_uniqueid_3736,No
Kenya_uniqueid_1214,No
Rwanda_uniqueid_1023,No
Rwanda_uniqueid_3559,Yes
Tanzania_uniqueid_456,No
Uganda_uniqueid_1541,No
Kenya_uniqueid_2500,No
Tanzania_uniqueid_152,No
Rwanda_uniqueid_5062,No
Tanzania_uniqueid_3651,No
Rwanda_uniqueid_4739,Yes
Tanzania_uniqueid_5854,No
Kenya_uniqueid_2541,Yes
Rwanda_uniqueid_5366,No
Kenya_uniqueid_2913,Yes
Rwanda_uniqueid_302,No
Kenya_uniqueid_1039,No
Tanzania_uniqueid_6539,No
Uganda_uniqueid_1648,Yes
Rwanda_uniqueid_8668,Yes
Rwanda_uniqueid_1156,No
Uganda_uniqueid_1822,Yes
Rwanda_uniqueid_2146,No
Kenya_uniqueid_730,Yes
Rwanda_uniqueid_7513,No
Kenya_uniqueid_5737,Yes
Tanzania_uniqueid_164,Yes
Uganda_uniqueid_1367,No
Tanzania_uniqueid_202,Yes
Rwanda_uniqueid_3771,No
Rwanda_uniqueid_8198,No
Tanzania_uniqueid_3646,Yes
Kenya_uniqueid_543,Yes
Tanzania_uniqueid_4514,Yes
Kenya_uniqueid_5177,No
Kenya_uniqueid_147,Yes
Rwanda_uniqueid_6855,Yes
Uganda_uniqueid_1005,Yes
Tanzania_uniqueid_5789,No
Kenya_uniqueid_242,Yes
Rwanda_uniqueid_1236,Yes
Kenya_uniqueid_3596,Yes
Rwanda_uniqueid_7223,No
Rwanda_uniqueid_6220,No
Rwanda_uniqueid_7566,No
Tanzania_uniqueid_2037,No
Rwanda_uniqueid_8131,Yes
Kenya_uniqueid_1953,No
Tanzania_uniqueid_578,No
Rwanda_uniqueid_190,No
Kenya_uniqueid_1595,No
Rwanda_uniqueid_5761,Yes
Kenya_uniqueid_4257,No
Rwanda_uniqueid_8614,No
Rwanda_uniqueid_7737,No
Kenya_uniqueid_4120,Yes
Kenya_uniqueid_2681,Yes
Kenya_uniqueid_845,No
Rwanda_uniqueid_4553,Yes
Rwanda_uniqueid_6219,No
Tanzania_uniqueid_10,No
Tanzania_uniqueid_579,No
Rwanda_uniqueid_7791,No
Kenya_uniqueid_1784,Yes
Kenya_uniqueid_63,Yes
Kenya_uniqueid_1,Yes
Tanzania_uniqueid_3848,No
Kenya_uniqueid_3463,No
Rwanda_uniqueid_2548,No
Tanzania_uniqueid_2985,No
Rwanda_uniqueid_3352,No
Kenya_uniqueid_2145,Yes
Tanzania_uniqueid_4171,No
Kenya_uniqueid_5853,Yes
Kenya_uniqueid_5886,No
Kenya_uniqueid_3666,Yes
Tanzania_uniqueid_4152,No
Tanzania_uniqueid_1117,Yes
Rwanda_uniqueid_95,No
Rwanda_uniqueid_4604,No
Rwanda_uniqueid_2559,No
Uganda_uniqueid_1501,No
Kenya_uniqueid_2272,Yes
Rwanda_uniqueid_4617,Yes
Tanzania_uniqueid_3133,No
Kenya_uniqueid_4374,No
Rwanda_uniqueid_8639,No
Kenya_uniqueid_776,Yes
Tanzania_uniqueid_6449,No
Tanzania_uniqueid_1231,No
Rwanda_uniqueid_3458,No
Rwanda_uniqueid_8039,Yes
Tanzania_uniqueid_4804,No
Rwanda_uniqueid_1847,Yes
Tanzania_uniqueid_1893,No
Uganda_uniqueid_1978,No
Rwanda_uniqueid_5345,No
Tanzania_uniqueid_597,No
Rwanda_uniqueid_1877,No
Rwanda_uniqueid_4182,No
Tanzania_uniqueid_204,Yes
Rwanda_uniqueid_6482,No
Rwanda_uniqueid_1486,No
Kenya_uniqueid_4202,Yes
Rwanda_uniqueid_4289,No
Uganda_uniqueid_1285,No
Kenya_uniqueid_3450,No
Rwanda_uniqueid_2291,No
Rwanda_uniqueid_2617,No
Kenya_uniqueid_1860,Yes
Rwanda_uniqueid_3683,No
Tanzania_uniqueid_5773,Yes
Uganda_uniqueid_67,No
Uganda_uniqueid_895,No
Rwanda_uniqueid_2233,Yes
Rwanda_uniqueid_1719,No
Kenya_uniqueid_4991,Yes
Rwanda_uniqueid_455,No
Rwanda_uniqueid_5819,No
Tanzania_uniqueid_1658,No
Kenya_uniqueid_414,Yes
Tanzania_uniqueid_914,No
Rwanda_uniqueid_423,No
Kenya_uniqueid_1176,Yes
Uganda_uniqueid_1830,No
Uganda_uniqueid_348,No
Uganda_uniqueid_1047,No
Rwanda_uniqueid_6620,No
Tanzania_uniqueid_2698,No
Tanzania_uniqueid_3372,No
Rwanda_uniqueid_8181,Yes
Rwanda_uniqueid_3267,No
Rwanda_uniqueid_4642,Yes
Kenya_uniqueid_4586,Yes
Uganda_uniqueid_1332,No
Rwanda_uniqueid_4351,No
Rwanda_uniqueid_2959,No
Kenya_uniqueid_1515,No
Rwanda_uniqueid_4249,No
Tanzania_uniqueid_3473,No
Kenya_uniqueid_3694,Yes
Rwanda_uniqueid_2385,No
